"Entity DCID","Entity properties isoCode","Entity properties name","Variable DCID","Variable observation date","Variable observation metadata importName","Variable observation metadata provenanceUrl","Variable observation metadata scalingFactor","Variable observation metadata unit","Variable observation metadata unitDisplayName","Variable observation value","Variable properties name"
"geoId/41041","","Lincoln County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",52.7,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/41043","","Linn County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",53.7,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/41045","","Malheur County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",55,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/41047","","Marion County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",51.5,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/41049","","Morrow County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",54,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/41051","","Multnomah County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",50.2,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/41053","","Polk County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",52.5,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/41055","","Sherman County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",53.1,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/41057","","Tillamook County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",54,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/41059","","Umatilla County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",52.5,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/41061","","Union County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",53.2,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/41063","","Wallowa County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",52.3,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/41065","","Wasco County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",53.5,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/41067","","Washington County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",52.3,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/41069","","Wheeler County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",54.3,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/41071","","Yamhill County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",52.6,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42001","","Adams County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",59.1,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42003","","Allegheny County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",61.5,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42005","","Armstrong County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",59,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42007","","Beaver County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",60,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42009","","Bedford County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",60,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42011","","Berks County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",59.2,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42013","","Blair County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",59.7,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42015","","Bradford County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",61.1,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42017","","Bucks County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",58.2,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42019","","Butler County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",58.6,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42021","","Cambria County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",60,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42023","","Cameron County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",60.8,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42025","","Carbon County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",60.2,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42027","","Centre County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",60.1,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42029","","Chester County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",58.7,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42031","","Clarion County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",60.5,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42033","","Clearfield County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",60.9,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42035","","Clinton County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",59.6,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42037","","Columbia County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",60.2,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42039","","Crawford County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",59.8,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42041","","Cumberland County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",59.3,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42043","","Dauphin County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",62.2,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42045","","Delaware County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",59.4,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42047","","Elk County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",59.5,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42049","","Erie County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",59.9,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42051","","Fayette County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",61.1,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42053","","Forest County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",62.5,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42055","","Franklin County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",60.2,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42057","","Fulton County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",59.6,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42059","","Greene County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",59.8,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42061","","Huntingdon County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",60.7,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42063","","Indiana County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",59.5,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42065","","Jefferson County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",60.4,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42067","","Juniata County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",59.1,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42069","","Lackawanna County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",60.7,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42071","","Lancaster County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",59,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42073","","Lawrence County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",60,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42075","","Lebanon County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",59.2,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42077","","Lehigh County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",58.1,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42079","","Luzerne County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",59.6,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42081","","Lycoming County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",59.3,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42083","","McKean County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",60.3,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42085","","Mercer County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",59.9,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42087","","Mifflin County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",60.3,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42089","","Monroe County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",59.6,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42091","","Montgomery County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",57.1,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42093","","Montour County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",59.4,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42095","","Northampton County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",59,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42097","","Northumberland County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",59.9,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42099","","Perry County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",59.4,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42101","","Philadelphia County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",61.9,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42103","","Pike County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",59.6,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42105","","Potter County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",60.4,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42107","","Schuylkill County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",59.9,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42109","","Snyder County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",59.9,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42111","","Somerset County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",59.9,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42113","","Sullivan County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",59.6,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42115","","Susquehanna County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",59.2,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42117","","Tioga County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",59.8,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42119","","Union County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",59.5,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42121","","Venango County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",60.4,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42123","","Warren County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",59.4,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42125","","Washington County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",59.1,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42127","","Wayne County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",59.5,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42129","","Westmoreland County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",60,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42131","","Wyoming County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",59.6,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/42133","","York County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",59.2,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/44001","","Bristol County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",58.2,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/44003","","Kent County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",60.5,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/44005","","Newport County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",57.6,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/44007","","Providence County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",63.4,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/44009","","Washington County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",61.7,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/45001","","Abbeville County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",65.1,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
"geoId/45003","","Aiken County","Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication","2021","CDC500","https://www.cdc.gov/places/index.html","100","Percent","%",62.2,"Percent of  Population With High Blood Pressure Who Are Taking Blood Pressure Medication  Among Population Who Are 18 Years or Older in Age;"
